Job_ID,Job_Text,Sentences
8589050291,,Two to four years related experience and/or training; or equivalent combination of education and experience.
8589050291,,Four to ten years related experience and/or training; or equivalent combination of education and experience.
8589050291,,"Automotive Service Manager - Language Skills Ability to read and interpret documents such as safety rules, operating and maintenance instructions and procedure manuals."
8589050291,,Ability to write routine reports and correspondence.
8589050291,,Ability to speak effectively before groups of customers or employees of organization.
8589050291,,"Ability to read, analyze and interpret general business periodicals, professional journals, technical procedures or governmental regulations."
8589050291,,"Ability to write reports, business correspondence and procedure manuals."
8589050291,,"Ability to effectively present information and respond to questions from groups of managers, clients, customers and the general public."
8589050291,,"Ability to read, analyze and interpret common scientific and technical journals, financial reports and legal documents."
8589050291,,"Ability to respond to common inquiries or complaints from customers, regulatory agencies or members of the business community."
8589050291,,Ability to write speeches and articles for publication that conform to prescribed style and format.
8589050291,,"Ability to effectively present information to top management, public groups and/or boards of directors."
8589050291,,"Automotive Service Manager - Mathematical Skills Ability to calculate figures and amounts such as discounts, interest, commissions, proportions, percentages, area, circumference and volume."
8589050291,,Ability to apply concepts of basic algebra and geometry.
8589050291,,"Ability to work with mathematical concepts such as probability and statistical inference, and fundamentals of plane and solid geometry and trigonometry."
8589050291,,"Ability to apply concepts such as fractions, percentages, ratios and proportions to practical situations."
8589050291,,"Automotive Service Manager - Reasoning Ability Ability to apply common sense understanding to carry out instructions furnished in written, oral or diagram form."
8589050291,,Ability to deal with problems involving several concrete variables in standardized situations.
8589050291,,Ability to solve practical problems and deal with a variety of concrete variables in situations where only limited standardization exists.
8589050291,,"Ability to interpret a variety of instructions furnished in written, oral, diagram or schedule form."
8589050291,,"Ability to define problems, collect data, establish facts and draw valid conclusions."
8589050291,,Ability to interpret an extensive variety of technical instructions in mathematical or diagram form and deal with several abstract and concrete variables.
8589050291,,"Automotive Service Manager - Certificates, Licenses, Registrations Automotive Service Excellence (ASE) Certifications Automatic Transmission/Transaxle Certification for Auto/Light Truck Brakes Certification for Auto/Light Truck Electrical/Electronic Systems Certification for Auto/Light Truck Engine Performance Certification for Auto/Light Truck Engine Repair Certification for Auto/Light Truck Heating and Air Conditioning Certification for Auto/Light Truck Manual Drive Train and Axle Certification for Auto/Light Truck Suspension and Steering Certification for Auto/Light Truck Damage Analysis and Estimating Certification for Collision Repair Mechanical and Electrical Components Certification for Collision Repair Non-Structural Analysis and Damage Repair Certification for Collision Repair Painting and Refinishing Certification for Collision Repair Structural Analysis and Damage Repair Certification for Collision Repair Assembly Specialist Certification for Engine Machinist Cylinder Block Specialist Certification for Engine Machinist Cylinder Head Specialist Certification for Engine Machinist Brakes Certification for Medium/Heavy Truck Diesel Engines Certification for Medium/Heavy Truck Drive Train Certification for Medium/Heavy Truck Electrical/Electronic Systems Certification for Medium/Heavy Truck Gasoline Engines Certification for Medium/Heavy Truck Heating, Ventilation, and Air Conditioning Certification for Medium/Heavy Truck Preventive Maintenance Inspection Certification for Medium/Heavy Truck Suspension and Steering Certification for Medium/Heavy Truck Automobile Parts Specialist Certification Medium/Heavy Truck Parts Specialist Certification Air Conditioning Certification for School Bus Body Systems and Special Equipment Certification for School Bus Brakes Certification for School Bus Diesel Engines Certification for School Bus Drive Train Certification for School Bus Electrical/Electronic Systems Certification for School Bus Suspension and Steering Certification for School Bus Advanced Series - Automobile Advanced Engine Performance Certification Advanced Series - Truck Advanced Electric Diesel Engine Diagnosis Certification Light Vehicles - Compressed Natural Gas Certification for Alternate Fuels I-CAR Certificate of Advanced Training Advanced Vehicle Systems Aluminum Repair, Replacement and Welding Detailing Electronics for Collision Repair Executive Seminar Finish Matching Glass Replacement Plastic Repair Steering and Suspension Understanding Collision Repair Workplace Hazardous Materials Manufacturer Training State Emission Certification State Vehicle Inspector Certification Valid Driver's License Automotive Service Manager - Physical Demands The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job."
8589050291,,Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
8589050291,,Automotive Service Manager - Work Environment The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job.
8589050291,,Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
8666491407,"Product Test Engineer - Air Transport Circuit Card Assembly About BAE Systems Electronic Systems: BAE Systems, Inc. is the U.S. subsidiary of BAE Systems PLC, an international defense, aerospace and security company which delivers a full range of products and services for air, land, and naval forces, as well as advanced electronics, security, information technology solutions, and customer support services. As you develop the latest technology and defend national security, you will continually hone your skills on a team-making a big impact on a global scale. Our products and capabilities can be found everywhere – from the depths of the ocean to the far reaches of space. At our core more than 14,000 highly talented Electronic Systems employees with the brightest minds in the industry, we make an impact – for our customers and the communities we serve. At our Fort Wayne South site, we specialize in the commercial manufacturing of Aircraft/Engine Controls and Systems, which includes manufacturing Circuit Card Assemblies. We are expanding our facility to integrate US defense into our production. Please use the following link to learn more about our Fort Wayne community: https://www.visitfortwayne.com/  Culture: At BAE Systems, we celebrate the array of skills, experiences, and perspectives our employees bring to the table. For us, differences are a source of strengths. We’re laser-focused on high performance, and we work hard every day to nurture an inclusive culture where all employees can innovate and thrive. Here, you will not only build your career, but you will also enjoy work-life balance, uncover new experiences, and collaborate with passionate colleagues. We foster a diverse, inclusive, and team-oriented environment and provide opportunity for inner-team coaching and growth opportunities.  A day in the life of a Product Test Engineer include troubleshooting failed circuits to component level and disposition repair procedures. Designing, developing, and implementing testing methods and equipment. Strong with analog and/or digital electronics and embedded systems. Capable of using more advanced troubleshoot tools like the logic analyzer, boundary scan, and on-chip debugging. Provides test area with parameters for sample testing and specifies tests to be performed. Compiles data and defines changes, required in testing equipment, testing procedures, manufacturing processes, or new testing requirements. Knowledge of test database translation.  SAFETY • Maintain compliance to all aspects of Safety • Proactively maintain a safe working environment • Comply with audits  QUALITY • Play an active role in assisting the team to meet quality objectives • Promote a culture of 100% quality • Maintain consistently high quality QD documents • Takes part in quality investigations, including RCCA and 7-Steps, as determined by the QCE  TEST PROCESS EFFICIENCY • Provide direct feedback to build and design processes • Define and troubleshoot tooling • Eliminate bottlenecks • Increase utilization of test equipment • Reduce inventory and maximize turnaround time  PRODUCT COMPLIANCE • Create, maintain and improve work instructions (e.g., test plans, OSOPs) • Review and approve engineering changes  TEAM SUPPORT • Collaborate with other Process Owners to meet test process efficiency and compliance goals collectively • Take park in ongoing collaboration regarding best practices and strategies • Identify and communicate training needs and skills gaps in the teams, carrying out training and coaching as necessary  *Required Education, Experience, & Skills*  * Typically a Bachelor's Degree and 2 years work experience * EE or EET Bachelor's Degree and some work experience or equivalent experience * Exposure to test database translation. * Exposure to Lean Manufacturing essential * Intermediate-level technical skills and knowledge of technical requirements and system flows skills relevant to job / area of work * Electronics troubleshooting (analog, digital) * General understanding of electronics manufacturing process * Ability to interpret technical specifications * Strong communication and interpersonal skills  *Preferred Education, Experience, & Skills*  * EE or EET Bachelor's Degree and two plus years work experience * Lean Manufacturing Experience * Understanding of test database translation * Intermediate-level technical skills and knowledge of technical requirements and system flows skills relevant to job / area of work * Two or more years of Electronics troubleshooting (analog, digital) * Understanding of electronics manufacturing processes * Ability to interpret technical specifications * Strong communication and interpersonal skills  *About BAE Systems Electronic Systems* BAE Systems, Inc. is the U.S. subsidiary of BAE Systems plc, an international defense, aerospace and security company which delivers a full range of products and services for air, land and naval forces, as well as advanced electronics, security, information technology solutions and customer support services. Improving the future and protecting lives is an ambitious mission, but it’s what we do at BAE Systems. Working here means using your passion and ingenuity where it counts – defending national security with breakthrough technology, superior products, and intelligence solutions. As you develop the latest technology and defend national security, you will continually hone your skills on a team—making a big impact on a global scale. At BAE Systems, you’ll find a rewarding career that truly makes a difference. Electronic Systems (ES) is the global innovator behind BAE Systems’ game-changing defense and commercial electronics. Exploiting every electron, we push the limits of what is possible, giving our customers the edge and our employees opportunities to change the world. Our products and capabilities can be found everywhere – from the depths of the ocean to the far reaches of space. At our core are more than 14,000 highly talented Electronic Systems employees with the brightest minds in the industry, we make an impact – for our customers and the communities we serve.  Our Commitment to Diversity, Equity, and Inclusion: At BAE Systems, we work hard every day to nurture an inclusive culture where employees are valued and feel like they belong. We are conscious of the need for all employees to see themselves reflected at every level of the company and know that in order to unlock the full potential of our workforce, everyone must feel confident being their best, most sincere self and be equipped to thrive. We provide impactful professional development experiences to our employees and invest in social impact partnerships to uplift communities and drive purposeful change. Here you will find significant opportunities to do meaningful work in an environment intentionally designed to be one where you will learn, grow and belong.About BAE Systems Electronic Systems: BAE Systems, Inc. is the U.S. subsidiary of BAE Systems PLC, an international defense, aerospace and security company which delivers a full range of products and services for air, land, and naval forces, as well as advanced electronics, security, information technology solutions, and customer support services. As you develop the latest technology and defend national security, you will continually hone your skills on a team-making a big impact on a global scale. Our products and capabilities can be found everywhere – from the depths of the ocean to the far reaches of space. At our core more than 14,000 highly talented Electronic Systems employees with the brightest minds in the industry, we make an impact – for our customers and the communities we serve. At our Fort Wayne South site, we specialize in the commercial manufacturing of Aircraft/Engine Controls and Systems, which includes manufacturing Circuit Card Assemblies. We are expanding our facility to integrate US defense into our production. Please use the following link to learn more about our Fort Wayne community: https://www.visitfortwayne.com/  Culture: At BAE Systems, we celebrate the array of skills, experiences, and perspectives our employees bring to the table. For us, differences are a source of strengths. We’re laser-focused on high performance, and we work hard every day to nurture an inclusive culture where all employees can innovate and thrive. Here, you will not only build your career, but you will also enjoy work-life balance, uncover new experiences, and collaborate with passionate colleagues. We foster a diverse, inclusive, and team-oriented environment and provide opportunity for inner-team coaching and growth opportunities.  A day in the life of a Sr. Product Test Engineer within Engine Systems include troubleshooting failed circuits to component level and disposition repair procedures. Designing, developing, and implementing testing methods and equipment. Strong with analog and/or digital electronics and embedded systems. Capable of using more advanced troubleshoot tools like the logic analyzer, boundary scan, and on-chip debugging. Provides test area with parameters for sample testing and specifies tests to be performed. Compiles data and defines changes, required in testing equipment, testing procedures, manufacturing processes, or new testing requirements. Knowledge of test database translation. Perform detailed test planning and associated test implementation activities and perform final product review documentation. Assist in the investigation of root cause of product performance and failures. Responsible for executing test plans and priorities on the test floor. Strong team interface skills utilized on a daily basis. AFETY  * Maintain compliance to all aspects of Safety * Proactively maintain a safe working environment * Comply with audits  QUALITY  * Play an active role in assisting the team to meet quality objectives * Promote a culture of 100% quality * Maintain consistently high quality QD documents * Takes part in quality investigations, including RCCA and 7-Steps, as determined by the QCE  TEST PROCESS EFFICIENCY  * Provide direct feedback to build and design processes * Define and troubleshoot tooling * Eliminate bottlenecks * Increase utilization of test equipment * Reduce inventory and maximize turnaround time  PRODUCT COMPLIANCE  * Create, maintain and improve work instructions (e.g., test plans, OSOPs) * Review and approve engineering changes  TEAM SUPPORT  * Collaborate with other Process Owners to meet test process efficiency and compliance goals collectively * Take part in ongoing collaboration regarding best practices and strategies * Identify and communicate training needs and skills gaps in the teams, carrying out training and coaching as  necessary  *Required Education, Experience, & Skills*  * Bachelor's Degree and 4 years work experience or equivalent experience * Minimum of Green Belt Certification * Exposure to Lean Manufacturing essential * Advanced level Oracle, Data Analysis Software and MS Office user  *Preferred Education, Experience, & Skills*  * Bachelor's Degree and 8 years work experience or equivalent experience * Black Belt Certification * Experience with Lean Manufacturing activities * Advanced level Oracle, Data Analysis Software and MS Office user  *About BAE Systems Electronic Systems* BAE Systems, Inc. is the U.S. subsidiary of BAE Systems plc, an international defense, aerospace and security company which delivers a full range of products and services for air, land and naval forces, as well as advanced electronics, security, information technology solutions and customer support services. Improving the future and protecting lives is an ambitious mission, but it’s what we do at BAE Systems. Working here means using your passion and ingenuity where it counts – defending national security with breakthrough technology, superior products, and intelligence solutions. As you develop the latest technology and defend national security, you will continually hone your skills on a team—making a big impact on a global scale. At BAE Systems, you’ll find a rewarding career that truly makes a difference. Electronic Systems (ES) is the global innovator behind BAE Systems’ game-changing defense and commercial electronics. Exploiting every electron, we push the limits of what is possible, giving our customers the edge and our employees opportunities to change the world. Our products and capabilities can be found everywhere – from the depths of the ocean to the far reaches of space. At our core are more than 14,000 highly talented Electronic Systems employees with the brightest minds in the industry, we make an impact – for our customers and the communities we serve.  Our Commitment to Diversity, Equity, and Inclusion: At BAE Systems, we work hard every day to nurture an inclusive culture where employees are valued and feel like they belong. We are conscious of the need for all employees to see themselves reflected at every level of the company and know that in order to unlock the full potential of our workforce, everyone must feel confident being their best, most sincere self and be equipped to thrive. We provide impactful professional development experiences to our employees and invest in social impact partnerships to uplift communities and drive purposeful change. Here you will find significant opportunities to do meaningful work in an environment intentionally designed to be one where you will learn, grow and belong.  SEE ALL OF OUR FORT WAYNE, IN JOBS HERE: *https://bit.ly/3SQ2rEq*  Job Type: Full-time  Pay: $81,000.00 - $102,000.00 per year  Benefits: * 401(k) * 401(k) matching * Dental insurance * Flexible schedule * Health insurance * Paid time off * Retirement plan Schedule: * 8 hour shift * Monday to Friday    Ability to commute/relocate: * Fort Wayne, IN: Reliably commute or planning to relocate before starting work (Required)   Work Location: In person","Product Test Engineer - Air Transport Circuit Card Assembly About BAE Systems Electronic Systems: BAE Systems, Inc. is the U.S. subsidiary of BAE Systems PLC, an international defense, aerospace and security company which delivers a full range of products and services for air, land, and naval forces, as well as advanced electronics, security, information technology solutions, and customer support services."
8666491407,,"As you develop the latest technology and defend national security, you will continually hone your skills on a team-making a big impact on a global scale."
8666491407,,Our products and capabilities can be found everywhere – from the depths of the ocean to the far reaches of space.
8666491407,,"At our core more than 14,000 highly talented Electronic Systems employees with the brightest minds in the industry, we make an impact – for our customers and the communities we serve."
8666491407,,"At our Fort Wayne South site, we specialize in the commercial manufacturing of Aircraft/Engine Controls and Systems, which includes manufacturing Circuit Card Assemblies."
8666491407,,We are expanding our facility to integrate US defense into our production.
8666491407,,"Please use the following link to learn more about our Fort Wayne community: https://www.visitfortwayne.com/ Culture: At BAE Systems, we celebrate the array of skills, experiences, and perspectives our employees bring to the table."
8666491407,,"For us, differences are a source of strengths."
8666491407,,"We’re laser-focused on high performance, and we work hard every day to nurture an inclusive culture where all employees can innovate and thrive."
8666491407,,"Here, you will not only build your career, but you will also enjoy work-life balance, uncover new experiences, and collaborate with passionate colleagues."
8666491407,,"We foster a diverse, inclusive, and team-oriented environment and provide opportunity for inner-team coaching and growth opportunities."
8666491407,,A day in the life of a Product Test Engineer include troubleshooting failed circuits to component level and disposition repair procedures.
8666491407,,"Designing, developing, and implementing testing methods and equipment."
8666491407,,Strong with analog and/or digital electronics and embedded systems.
8666491407,,"Capable of using more advanced troubleshoot tools like the logic analyzer, boundary scan, and on-chip debugging."
8666491407,,Provides test area with parameters for sample testing and specifies tests to be performed.
8666491407,,"Compiles data and defines changes, required in testing equipment, testing procedures, manufacturing processes, or new testing requirements."
8666491407,,Knowledge of test database translation.
8666491407,,"SAFETY • Maintain compliance to all aspects of Safety • Proactively maintain a safe working environment • Comply with audits QUALITY • Play an active role in assisting the team to meet quality objectives • Promote a culture of 100% quality • Maintain consistently high quality QD documents • Takes part in quality investigations, including RCCA and 7-Steps, as determined by the QCE TEST PROCESS EFFICIENCY • Provide direct feedback to build and design processes • Define and troubleshoot tooling • Eliminate bottlenecks • Increase utilization of test equipment • Reduce inventory and maximize turnaround time PRODUCT COMPLIANCE • Create, maintain and improve work instructions (e.g., test plans, OSOPs) • Review and approve engineering changes TEAM SUPPORT • Collaborate with other Process Owners to meet test process efficiency and compliance goals collectively • Take park in ongoing collaboration regarding best practices and strategies • Identify and communicate training needs and skills gaps in the teams, carrying out training and coaching as necessary *Required Education, Experience, & Skills* * Typically a Bachelor's Degree and 2 years work experience * EE or EET Bachelor's Degree and some work experience or equivalent experience * Exposure to test database translation. *"
8666491407,,"Exposure to Lean Manufacturing essential * Intermediate-level technical skills and knowledge of technical requirements and system flows skills relevant to job / area of work * Electronics troubleshooting (analog, digital) * General understanding of electronics manufacturing process * Ability to interpret technical specifications * Strong communication and interpersonal skills *Preferred Education, Experience, & Skills* * EE or EET Bachelor's Degree and two plus years work experience * Lean Manufacturing Experience * Understanding of test database translation * Intermediate-level technical skills and knowledge of technical requirements and system flows skills relevant to job / area of work * Two or more years of Electronics troubleshooting (analog, digital) * Understanding of electronics manufacturing processes * Ability to interpret technical specifications * Strong communication and interpersonal skills *About BAE Systems Electronic Systems* BAE Systems, Inc. is the U.S. subsidiary of BAE Systems plc, an international defense, aerospace and security company which delivers a full range of products and services for air, land and naval forces, as well as advanced electronics, security, information technology solutions and customer support services."
8666491407,,"Improving the future and protecting lives is an ambitious mission, but it’s what we do at BAE Systems."
8666491407,,"Working here means using your passion and ingenuity where it counts – defending national security with breakthrough technology, superior products, and intelligence solutions."
8666491407,,"As you develop the latest technology and defend national security, you will continually hone your skills on a team—making a big impact on a global scale."
8666491407,,"At BAE Systems, you’ll find a rewarding career that truly makes a difference."
8666491407,,Electronic Systems (ES) is the global innovator behind BAE Systems’ game-changing defense and commercial electronics.
8666491407,,"Exploiting every electron, we push the limits of what is possible, giving our customers the edge and our employees opportunities to change the world."
8666491407,,Our products and capabilities can be found everywhere – from the depths of the ocean to the far reaches of space.
8666491407,,"At our core are more than 14,000 highly talented Electronic Systems employees with the brightest minds in the industry, we make an impact – for our customers and the communities we serve."
8666491407,,"Our Commitment to Diversity, Equity, and Inclusion: At BAE Systems, we work hard every day to nurture an inclusive culture where employees are valued and feel like they belong."
8666491407,,"We are conscious of the need for all employees to see themselves reflected at every level of the company and know that in order to unlock the full potential of our workforce, everyone must feel confident being their best, most sincere self and be equipped to thrive."
8666491407,,We provide impactful professional development experiences to our employees and invest in social impact partnerships to uplift communities and drive purposeful change.
8666491407,,"Here you will find significant opportunities to do meaningful work in an environment intentionally designed to be one where you will learn, grow and belong."
8666491407,,"About BAE Systems Electronic Systems: BAE Systems, Inc. is the U.S. subsidiary of BAE Systems PLC, an international defense, aerospace and security company which delivers a full range of products and services for air, land, and naval forces, as well as advanced electronics, security, information technology solutions, and customer support services."
8666491407,,"As you develop the latest technology and defend national security, you will continually hone your skills on a team-making a big impact on a global scale."
8666491407,,Our products and capabilities can be found everywhere – from the depths of the ocean to the far reaches of space.
8666491407,,"At our core more than 14,000 highly talented Electronic Systems employees with the brightest minds in the industry, we make an impact – for our customers and the communities we serve."
8666491407,,"At our Fort Wayne South site, we specialize in the commercial manufacturing of Aircraft/Engine Controls and Systems, which includes manufacturing Circuit Card Assemblies."
8666491407,,We are expanding our facility to integrate US defense into our production.
8666491407,,"Please use the following link to learn more about our Fort Wayne community: https://www.visitfortwayne.com/ Culture: At BAE Systems, we celebrate the array of skills, experiences, and perspectives our employees bring to the table."
8666491407,,"For us, differences are a source of strengths."
8666491407,,"We’re laser-focused on high performance, and we work hard every day to nurture an inclusive culture where all employees can innovate and thrive."
8666491407,,"Here, you will not only build your career, but you will also enjoy work-life balance, uncover new experiences, and collaborate with passionate colleagues."
8666491407,,"We foster a diverse, inclusive, and team-oriented environment and provide opportunity for inner-team coaching and growth opportunities."
8666491407,,A day in the life of a Sr.
8666491407,,Product Test Engineer within Engine Systems include troubleshooting failed circuits to component level and disposition repair procedures.
8666491407,,"Designing, developing, and implementing testing methods and equipment."
8666491407,,Strong with analog and/or digital electronics and embedded systems.
8666491407,,"Capable of using more advanced troubleshoot tools like the logic analyzer, boundary scan, and on-chip debugging."
8666491407,,Provides test area with parameters for sample testing and specifies tests to be performed.
8666491407,,"Compiles data and defines changes, required in testing equipment, testing procedures, manufacturing processes, or new testing requirements."
8666491407,,Knowledge of test database translation.
8666491407,,Perform detailed test planning and associated test implementation activities and perform final product review documentation.
8666491407,,Assist in the investigation of root cause of product performance and failures.
8666491407,,Responsible for executing test plans and priorities on the test floor.
8666491407,,Strong team interface skills utilized on a daily basis.
8666491407,,"AFETY * Maintain compliance to all aspects of Safety * Proactively maintain a safe working environment * Comply with audits QUALITY * Play an active role in assisting the team to meet quality objectives * Promote a culture of 100% quality * Maintain consistently high quality QD documents * Takes part in quality investigations, including RCCA and 7-Steps, as determined by the QCE TEST PROCESS EFFICIENCY * Provide direct feedback to build and design processes * Define and troubleshoot tooling * Eliminate bottlenecks * Increase utilization of test equipment * Reduce inventory and maximize turnaround time PRODUCT COMPLIANCE * Create, maintain and improve work instructions (e.g., test plans, OSOPs) * Review and approve engineering changes TEAM SUPPORT * Collaborate with other Process Owners to meet test process efficiency and compliance goals collectively * Take part in ongoing collaboration regarding best practices and strategies * Identify and communicate training needs and skills gaps in the teams, carrying out training and coaching as necessary *Required Education, Experience, & Skills* * Bachelor's Degree and 4 years work experience or equivalent experience * Minimum of Green Belt Certification * Exposure to Lean Manufacturing essential * Advanced level Oracle, Data Analysis Software and MS Office user *Preferred Education, Experience, & Skills* * Bachelor's Degree and 8 years work experience or equivalent experience * Black Belt Certification * Experience with Lean Manufacturing activities * Advanced level Oracle, Data Analysis Software and MS Office user *About BAE Systems Electronic Systems* BAE Systems, Inc. is the U.S. subsidiary of BAE Systems plc, an international defense, aerospace and security company which delivers a full range of products and services for air, land and naval forces, as well as advanced electronics, security, information technology solutions and customer support services."
8666491407,,"Improving the future and protecting lives is an ambitious mission, but it’s what we do at BAE Systems."
8666491407,,"Working here means using your passion and ingenuity where it counts – defending national security with breakthrough technology, superior products, and intelligence solutions."
8666491407,,"As you develop the latest technology and defend national security, you will continually hone your skills on a team—making a big impact on a global scale."
8666491407,,"At BAE Systems, you’ll find a rewarding career that truly makes a difference."
8666491407,,Electronic Systems (ES) is the global innovator behind BAE Systems’ game-changing defense and commercial electronics.
8666491407,,"Exploiting every electron, we push the limits of what is possible, giving our customers the edge and our employees opportunities to change the world."
8666491407,,Our products and capabilities can be found everywhere – from the depths of the ocean to the far reaches of space.
8666491407,,"At our core are more than 14,000 highly talented Electronic Systems employees with the brightest minds in the industry, we make an impact – for our customers and the communities we serve."
8666491407,,"Our Commitment to Diversity, Equity, and Inclusion: At BAE Systems, we work hard every day to nurture an inclusive culture where employees are valued and feel like they belong."
8666491407,,"We are conscious of the need for all employees to see themselves reflected at every level of the company and know that in order to unlock the full potential of our workforce, everyone must feel confident being their best, most sincere self and be equipped to thrive."
8666491407,,We provide impactful professional development experiences to our employees and invest in social impact partnerships to uplift communities and drive purposeful change.
8666491407,,"Here you will find significant opportunities to do meaningful work in an environment intentionally designed to be one where you will learn, grow and belong."
8666491407,,"SEE ALL OF OUR FORT WAYNE, IN JOBS HERE: *https://bit.ly/3SQ2rEq* Job Type: Full-time Pay: $81,000.00 - $102,000.00 per year Benefits: * 401(k) * 401(k) matching * Dental insurance * Flexible schedule * Health insurance * Paid time off * Retirement plan Schedule: * 8 hour shift * Monday to Friday Ability to commute/relocate: * Fort Wayne, IN: Reliably commute or planning to relocate before starting work (Required) Work Location: In person"
8690637693,"Cellar/Brewer 1--Signing Bonus!!!! Description:  Jack’s Abby Brewing is recruiting for a Cellar/Brewer for the Production team Team. Jack’s Abby was founded in 2011 by three brothers, Jack, Eric and Sam Hendler. It is one of the fastest growing breweries in the country and known for making beautiful craft lagers under the Jack’s Abby Craft Lagers brand, as well as an innovative line of barrel-aged sours and new age ales under Springdale Beer Co.  This role is a fusion role where some time will be spent in the cellar and some time as a brewer, as the brew schedule requires. Cellar/Brewer position requires experience in both cellar and brewing experience. Jack’s Abby plans to brew around 60k barrels in 2021. Brew system is a CFT - 60 Barrel 4 vessel system- fully automated, CFT canning line and a GEA Westfalia GSC60 Centrifuge  Expectations:  Experience and comfort with both cellar and brewing processes. Comfortable interacting with many different departments and individuals within the production department and throughout the company. Availability and flexibility to work between cellar and brewer schedule as schedule requires. Participate in all brewery operations including, but not limited to: Wort production, hop handling, malt handling, spent grain handling, yeast harvesting, transferring beer, dry hopping, packaging, CIP cycles , and general cleaning/organizing. Ensure that all beer is produced to QA standards and recipes. QC of beer throughout the brewing, fermentation, and packaging processes. Follow record keeping for brewing, cellaring, and other related actions as required by department. Observe safety and security procedures and use equipment and materials in a safe and responsible manner. Maintain a clean and safe working environment at all times. Knowledge/licensed to operate forklifts and other operating equipment. Other responsibilities and tasks as assigned. Requirements:  Qualifications:  2 years experience in a cellar/brewing position, previous work on an automated brewing system is a plus. Experience with Google Suite, Microsoft office applications. Experience with Orchestrated Beer, Ekos, or other inventory software is a plus. Team work focused and positive attitude, ability to work under pressure and meet deadlines. Willingness to work in a fast-moving, dynamic, and team-oriented environment. Problem solver; ability to take initiatives and communicate effectively. Organizational skills. Multilingual (Spanish and/or Portuguese) is a plus. Knowledge of the craft beer market/industry and appreciation of the culture that goes with it.  Physical Requirements/Work Environment:  Ability to frequently sit, stand, walk, stoop, kneel, crouch, crawl. Physical work includes climbing stairs, climbing into tanks, pulling hoses, etc. Brewery environment: Conditions can run from wet, hot and cold conditions, depending on season. Ability to work in frequently loud environments. Ability/knowledge to safely work with chemicals present in the brewery. Ability to frequently lift and/or move up to 50 pounds and lift and/or move over 50 pounds with or without assistance.  Benefits:  Medical, Dental, Vision start on day one Employee meal Tuesday-Friday free case of our beer Signing bonus to be paid out after 90 days of successful work!",Cellar/Brewer 1--Signing Bonus!!!!
8690637693,,Description: Jack’s Abby Brewing is recruiting for a Cellar/Brewer for the Production team Team.
8690637693,,"Jack’s Abby was founded in 2011 by three brothers, Jack, Eric and Sam Hendler."
8690637693,,"It is one of the fastest growing breweries in the country and known for making beautiful craft lagers under the Jack’s Abby Craft Lagers brand, as well as an innovative line of barrel-aged sours and new age ales under Springdale Beer Co. This role is a fusion role where some time will be spent in the cellar and some time as a brewer, as the brew schedule requires."
8690637693,,Cellar/Brewer position requires experience in both cellar and brewing experience.
8690637693,,Jack’s Abby plans to brew around 60k barrels in 2021.
8690637693,,"Brew system is a CFT - 60 Barrel 4 vessel system- fully automated, CFT canning line and a GEA Westfalia GSC60 Centrifuge Expectations: Experience and comfort with both cellar and brewing processes."
8690637693,,Comfortable interacting with many different departments and individuals within the production department and throughout the company.
8690637693,,Availability and flexibility to work between cellar and brewer schedule as schedule requires.
8690637693,,"Participate in all brewery operations including, but not limited to: Wort production, hop handling, malt handling, spent grain handling, yeast harvesting, transferring beer, dry hopping, packaging, CIP cycles , and general cleaning/organizing."
8690637693,,Ensure that all beer is produced to QA standards and recipes.
8690637693,,"QC of beer throughout the brewing, fermentation, and packaging processes."
8690637693,,"Follow record keeping for brewing, cellaring, and other related actions as required by department."
8690637693,,Observe safety and security procedures and use equipment and materials in a safe and responsible manner.
8690637693,,Maintain a clean and safe working environment at all times.
8690637693,,Knowledge/licensed to operate forklifts and other operating equipment.
8690637693,,Other responsibilities and tasks as assigned.
8690637693,,"Requirements: Qualifications: 2 years experience in a cellar/brewing position, previous work on an automated brewing system is a plus."
8690637693,,"Experience with Google Suite, Microsoft office applications."
8690637693,,"Experience with Orchestrated Beer, Ekos, or other inventory software is a plus."
8690637693,,"Team work focused and positive attitude, ability to work under pressure and meet deadlines."
8690637693,,"Willingness to work in a fast-moving, dynamic, and team-oriented environment."
8690637693,,Problem solver; ability to take initiatives and communicate effectively.
8690637693,,Organizational skills.
8690637693,,Multilingual (Spanish and/or Portuguese) is a plus.
8690637693,,Knowledge of the craft beer market/industry and appreciation of the culture that goes with it.
8690637693,,"Physical Requirements/Work Environment: Ability to frequently sit, stand, walk, stoop, kneel, crouch, crawl."
8690637693,,"Physical work includes climbing stairs, climbing into tanks, pulling hoses, etc."
8690637693,,"Brewery environment: Conditions can run from wet, hot and cold conditions, depending on season."
8690637693,,Ability to work in frequently loud environments.
8690637693,,Ability/knowledge to safely work with chemicals present in the brewery.
8690637693,,Ability to frequently lift and/or move up to 50 pounds and lift and/or move over 50 pounds with or without assistance.
8690637693,,"Benefits: Medical, Dental, Vision start on day one Employee meal Tuesday-Friday free case of our beer Signing bonus to be paid out after 90 days of successful work!"
